neck_flexion,trunk_flexion,left_shoulder_elev,right_shoulder_elev,shoulder_symmetry,alignment_deviation,knee_angle,forward_head_posture,head_tilt_angle,wrist_deviation_angle,stance_stability,weight_shift_offset,lower_body_visible,upper_body_visible,body_visibility,frame_name,source_video,frame_idx,task_label,timestamp_sec
73.5,147.44,150.71,154.5,8.19,9.29,175.21,53.55,53.55,51.13,0.7,1.54,True,True,2.0,yt_01_006750.jpg,assembly_worker_E943iVhG9dc.mp4,6750,Assembly Work,270.0
60.54,140.93,156.84,161.72,6.37,9.16,166.84,52.39,52.39,40.99,0.7,4.06,True,True,2.0,yt_01_006800.jpg,assembly_worker_E943iVhG9dc.mp4,6800,Assembly Work,272.0
92.15,148.3,166.46,177.17,6.21,9.73,131.33,56.2,56.2,64.11,0.7,1.63,True,True,2.0,yt_01_006850.jpg,assembly_worker_E943iVhG9dc.mp4,6850,Assembly Work,274.0
80.05,152.77,175.38,172.69,11.34,10.68,153.37,61.44,61.44,54.47,0.7,1.74,True,True,2.0,yt_01_006900.jpg,assembly_worker_E943iVhG9dc.mp4,6900,Assembly Work,276.0
102.85,145.58,147.28,141.65,2.53,9.62,171.53,48.61,48.61,49.02,0.7,1.59,True,True,2.0,yt_01_006950.jpg,assembly_worker_E943iVhG9dc.mp4,6950,Assembly Work,278.0
88.48,150.33,167.97,169.89,10.7,10.19,166.26,55.86,55.86,59.25,0.7,1.87,True,True,2.0,yt_01_007000.jpg,assembly_worker_E943iVhG9dc.mp4,7000,Assembly Work,280.0
98.69,151.61,166.73,159.57,2.13,10.21,164.42,59.8,59.8,67.55,0.7,1.39,True,True,2.0,yt_01_007050.jpg,assembly_worker_E943iVhG9dc.mp4,7050,Assembly Work,282.0
85.75,156.2,167.63,174.08,5.41,10.39,168.66,58.0,58.0,62.4,0.7,0.3,True,True,2.0,yt_01_007100.jpg,assembly_worker_E943iVhG9dc.mp4,7100,Assembly Work,284.0
76.35,153.52,167.31,160.12,9.24,9.62,161.03,54.75,54.75,63.17,0.7,0.6,True,True,2.0,yt_01_007150.jpg,assembly_worker_E943iVhG9dc.mp4,7150,Assembly Work,286.0
81.89,148.43,158.22,149.75,8.26,9.46,151.67,58.45,58.45,63.59,0.7,1.77,True,True,2.0,yt_01_007200.jpg,assembly_worker_E943iVhG9dc.mp4,7200,Assembly Work,288.0
76.99,150.09,146.41,146.46,6.13,8.81,167.22,51.14,51.14,55.66,0.7,0.57,True,True,2.0,yt_01_007250.jpg,assembly_worker_E943iVhG9dc.mp4,7250,Assembly Work,290.0
79.69,149.75,162.15,165.41,11.67,9.44,168.24,49.35,49.35,63.47,0.7,0.82,True,True,2.0,yt_01_007300.jpg,assembly_worker_E943iVhG9dc.mp4,7300,Assembly Work,292.0
76.35,148.78,151.44,133.58,6.11,8.79,166.91,51.61,51.61,48.85,0.7,0.81,True,True,2.0,yt_01_007350.jpg,assembly_worker_E943iVhG9dc.mp4,7350,Assembly Work,294.0
93.7,158.96,167.43,162.14,7.2,10.79,171.33,53.69,53.69,68.28,0.7,0.79,True,True,2.0,yt_01_007400.jpg,assembly_worker_E943iVhG9dc.mp4,7400,Assembly Work,296.0
106.94,169.61,114.83,136.87,27.53,11.6,170.41,48.97,48.97,72.54,0.7,3.27,True,True,2.0,yt_01_007450.jpg,assembly_worker_E943iVhG9dc.mp4,7450,Assembly Work,298.0
118.37,157.62,164.75,172.77,14.45,11.34,169.39,42.36,42.36,57.62,0.7,1.41,True,True,2.0,yt_01_007500.jpg,assembly_worker_E943iVhG9dc.mp4,7500,Assembly Work,300.0
99.17,157.56,172.42,168.48,5.45,11.07,164.56,46.87,46.87,55.56,0.7,1.88,True,True,2.0,yt_01_007550.jpg,assembly_worker_E943iVhG9dc.mp4,7550,Assembly Work,302.0
87.34,141.93,153.74,156.14,13.3,9.92,171.18,46.44,46.44,45.28,0.7,1.47,True,True,2.0,yt_01_007600.jpg,assembly_worker_E943iVhG9dc.mp4,7600,Assembly Work,304.0
96.55,142.74,152.55,151.99,3.89,10.26,173.87,47.22,47.22,52.51,0.7,0.78,True,True,2.0,yt_01_007650.jpg,assembly_worker_E943iVhG9dc.mp4,7650,Assembly Work,306.0
78.16,147.98,167.29,164.24,9.33,10.47,173.59,56.34,56.34,57.52,0.7,0.16,True,True,2.0,yt_01_007700.jpg,assembly_worker_E943iVhG9dc.mp4,7700,Assembly Work,308.0
86.79,139.03,147.97,147.29,5.33,10.32,175.05,54.39,54.39,59.94,0.7,1.74,True,True,2.0,yt_01_007750.jpg,assembly_worker_E943iVhG9dc.mp4,7750,Assembly Work,310.0
106.06,139.99,146.81,168.88,9.68,11.4,169.16,53.32,53.32,60.39,0.7,1.57,True,True,2.0,yt_01_007800.jpg,assembly_worker_E943iVhG9dc.mp4,7800,Assembly Work,312.0
98.43,147.45,164.67,161.12,9.21,11.15,177.0,48.31,48.31,48.31,0.7,0.05,True,True,2.0,yt_01_007850.jpg,assembly_worker_E943iVhG9dc.mp4,7850,Assembly Work,314.0
14.56,104.08,166.88,109.15,8.58,7.96,174.66,58.3,58.3,68.02,0.7,7.8,True,True,2.0,yt_01_007900.jpg,assembly_worker_E943iVhG9dc.mp4,7900,Assembly Work,316.0
79.14,142.42,154.61,165.55,24.2,10.81,102.09,69.0,69.0,62.89,0.7,2.94,True,True,2.0,yt_01_007950.jpg,assembly_worker_E943iVhG9dc.mp4,7950,Assembly Work,318.0
84.65,146.7,152.61,160.55,9.53,11.61,169.6,60.38,60.38,65.83,0.7,1.42,True,True,2.0,yt_01_008000.jpg,assembly_worker_E943iVhG9dc.mp4,8000,Assembly Work,320.0
61.45,145.51,150.02,152.14,9.13,11.0,175.64,67.05,67.05,58.28,0.7,2.58,True,True,2.0,yt_01_008050.jpg,assembly_worker_E943iVhG9dc.mp4,8050,Assembly Work,322.0
58.14,145.74,150.23,152.59,11.56,11.02,173.16,67.15,67.15,59.32,0.7,2.61,True,True,2.0,yt_01_008100.jpg,assembly_worker_E943iVhG9dc.mp4,8100,Assembly Work,324.0
54.98,143.99,145.28,151.45,14.36,10.67,170.56,65.34,65.34,54.51,0.7,2.77,True,True,2.0,yt_01_008150.jpg,assembly_worker_E943iVhG9dc.mp4,8150,Assembly Work,326.0
60.93,145.59,145.85,157.86,18.45,11.25,173.49,68.3,68.3,57.86,0.7,2.66,True,True,2.0,yt_01_008200.jpg,assembly_worker_E943iVhG9dc.mp4,8200,Assembly Work,328.0
80.42,139.13,138.03,150.41,0.96,11.17,172.19,63.65,63.65,53.37,0.7,3.41,True,True,2.0,yt_01_008250.jpg,assembly_worker_E943iVhG9dc.mp4,8250,Assembly Work,330.0
82.96,135.64,143.17,147.32,0.54,10.17,155.39,61.38,61.38,61.43,0.7,2.8,True,True,2.0,yt_01_008300.jpg,assembly_worker_E943iVhG9dc.mp4,8300,Assembly Work,332.0
84.56,135.8,148.68,145.98,1.44,10.9,169.08,62.95,62.95,59.6,0.7,3.02,True,True,2.0,yt_01_008350.jpg,assembly_worker_E943iVhG9dc.mp4,8350,Assembly Work,334.0
86.4,144.65,147.38,147.1,0.7,10.18,157.9,55.59,55.59,56.68,0.7,1.79,True,True,2.0,yt_01_008400.jpg,assembly_worker_E943iVhG9dc.mp4,8400,Assembly Work,336.0
59.52,141.63,141.41,142.44,2.33,9.88,173.29,59.9,59.9,53.56,0.7,2.0,True,True,2.0,yt_01_008450.jpg,assembly_worker_E943iVhG9dc.mp4,8450,Assembly Work,338.0
64.0,141.92,141.88,146.11,5.48,10.1,168.36,57.26,57.26,55.03,0.7,1.89,True,True,2.0,yt_01_008500.jpg,assembly_worker_E943iVhG9dc.mp4,8500,Assembly Work,340.0
65.42,139.46,138.16,141.15,2.23,10.13,169.41,52.38,52.38,54.9,0.7,2.51,True,True,2.0,yt_01_008550.jpg,assembly_worker_E943iVhG9dc.mp4,8550,Assembly Work,342.0
64.63,137.96,142.89,141.56,2.22,10.1,171.77,57.32,57.32,55.77,0.7,2.74,True,True,2.0,yt_01_008600.jpg,assembly_worker_E943iVhG9dc.mp4,8600,Assembly Work,344.0
60.02,140.55,143.48,146.5,8.06,9.8,176.89,56.08,56.08,49.71,0.7,2.16,True,True,2.0,yt_01_008650.jpg,assembly_worker_E943iVhG9dc.mp4,8650,Assembly Work,346.0
64.25,140.63,145.41,145.58,5.2,9.83,173.49,55.08,55.08,50.4,0.7,1.98,True,True,2.0,yt_01_008700.jpg,assembly_worker_E943iVhG9dc.mp4,8700,Assembly Work,348.0
106.07,140.61,148.85,141.74,2.58,10.72,149.68,53.06,53.06,68.66,0.7,1.69,True,True,2.0,yt_01_008750.jpg,assembly_worker_E943iVhG9dc.mp4,8750,Assembly Work,350.0
69.69,130.61,138.01,125.84,13.29,10.06,159.78,56.69,56.69,57.17,0.7,4.72,True,True,2.0,yt_01_008800.jpg,assembly_worker_E943iVhG9dc.mp4,8800,Assembly Work,352.0
70.99,141.14,147.28,153.56,8.16,10.72,136.66,63.49,63.49,64.24,0.7,3.08,True,True,2.0,yt_01_008850.jpg,assembly_worker_E943iVhG9dc.mp4,8850,Assembly Work,354.0
78.66,139.77,146.58,136.54,6.66,10.34,156.95,58.12,58.12,58.11,0.7,2.56,True,True,2.0,yt_01_008900.jpg,assembly_worker_E943iVhG9dc.mp4,8900,Assembly Work,356.0
56.39,140.13,137.36,140.41,0.34,9.4,175.8,59.68,59.68,56.55,0.7,2.0,True,True,2.0,yt_01_008950.jpg,assembly_worker_E943iVhG9dc.mp4,8950,Assembly Work,358.0
72.79,135.6,136.8,150.65,17.26,8.14,152.6,47.41,47.41,50.04,0.7,2.32,True,True,2.0,yt_01_009000.jpg,assembly_worker_E943iVhG9dc.mp4,9000,Assembly Work,360.0
62.33,137.57,132.89,135.09,3.88,8.75,162.45,54.22,54.22,52.83,0.7,2.06,True,True,2.0,yt_01_009050.jpg,assembly_worker_E943iVhG9dc.mp4,9050,Assembly Work,362.0
131.98,132.15,156.99,150.3,36.46,8.82,175.63,47.49,47.49,71.27,0.7,0.79,True,True,2.0,yt_01_009100.jpg,assembly_worker_E943iVhG9dc.mp4,9100,Assembly Work,364.0
60.52,95.63,162.3,91.79,6.1,7.68,143.27,54.33,54.33,68.66,0.7,8.84,True,True,2.0,yt_01_009150.jpg,assembly_worker_E943iVhG9dc.mp4,9150,Assembly Work,366.0
93.21,146.72,158.4,162.54,15.69,9.66,164.64,44.96,44.96,34.01,0.7,0.55,True,True,2.0,yt_01_009200.jpg,assembly_worker_E943iVhG9dc.mp4,9200,Assembly Work,368.0
98.91,83.07,163.49,66.42,27.54,8.27,38.2,54.78,54.78,54.71,0.7,10.76,True,True,2.0,yt_01_009250.jpg,assembly_worker_E943iVhG9dc.mp4,9250,Assembly Work,370.0
43.9,122.16,133.07,154.43,24.36,5.39,149.43,47.89,47.89,44.38,0.7,2.2,True,True,2.0,yt_01_009300.jpg,assembly_worker_E943iVhG9dc.mp4,9300,Assembly Work,372.0
131.88,127.12,131.85,146.46,16.84,6.92,139.48,29.84,29.84,53.64,0.7,1.31,True,True,2.0,yt_01_009350.jpg,assembly_worker_E943iVhG9dc.mp4,9350,Assembly Work,374.0
107.77,148.41,161.25,179.66,1.4,11.14,173.93,39.98,39.98,49.54,0.7,0.6,True,True,2.0,yt_01_009400.jpg,assembly_worker_E943iVhG9dc.mp4,9400,Assembly Work,376.0
98.01,147.93,154.12,172.98,0.1,10.41,177.14,44.24,44.24,46.52,0.7,0.41,True,True,2.0,yt_01_009450.jpg,assembly_worker_E943iVhG9dc.mp4,9450,Assembly Work,378.0
91.93,155.14,176.89,171.5,4.76,11.36,169.17,50.06,50.06,44.6,0.7,0.78,True,True,2.0,yt_01_009500.jpg,assembly_worker_E943iVhG9dc.mp4,9500,Assembly Work,380.0
143.07,132.02,147.75,119.24,7.33,10.36,173.13,24.48,24.48,35.75,0.7,1.66,True,True,2.0,yt_01_009550.jpg,assembly_worker_E943iVhG9dc.mp4,9550,Assembly Work,382.0
144.8,134.91,164.87,113.94,2.59,10.22,171.41,22.41,22.41,34.7,0.7,0.86,True,True,2.0,yt_01_009600.jpg,assembly_worker_E943iVhG9dc.mp4,9600,Assembly Work,384.0
67.55,135.55,144.99,145.43,0.75,9.99,160.7,58.24,58.24,60.01,0.7,4.55,True,True,2.0,yt_01_009650.jpg,assembly_worker_E943iVhG9dc.mp4,9650,Assembly Work,386.0
86.94,130.98,138.88,136.74,1.11,8.03,164.97,53.7,53.7,50.29,0.7,1.71,True,True,2.0,yt_01_009700.jpg,assembly_worker_E943iVhG9dc.mp4,9700,Assembly Work,388.0
99.39,130.82,136.26,133.45,0.56,8.13,130.57,49.55,49.55,49.01,0.7,1.55,True,True,2.0,yt_01_009750.jpg,assembly_worker_E943iVhG9dc.mp4,9750,Assembly Work,390.0
98.93,153.76,176.14,157.5,10.68,11.67,171.91,45.41,45.41,71.33,0.7,0.29,True,True,2.0,yt_01_009800.jpg,assembly_worker_E943iVhG9dc.mp4,9800,Assembly Work,392.0
125.17,163.26,158.4,179.93,4.66,11.03,173.34,47.34,47.34,51.08,0.7,0.83,True,True,2.0,yt_01_009850.jpg,assembly_worker_E943iVhG9dc.mp4,9850,Assembly Work,394.0
102.99,154.66,154.35,166.97,4.11,11.06,173.78,51.25,51.25,54.77,0.7,0.25,True,True,2.0,yt_01_009900.jpg,assembly_worker_E943iVhG9dc.mp4,9900,Assembly Work,396.0
177.95,167.92,164.43,168.67,10.06,11.2,174.81,20.86,20.86,27.8,0.7,2.44,True,True,2.0,yt_01_009950.jpg,assembly_worker_E943iVhG9dc.mp4,9950,Assembly Work,398.0
26.42,109.74,114.11,122.85,27.22,7.06,34.77,48.33,48.33,44.59,0.7,2.42,True,True,2.0,yt_02_000060.jpg,assembly_worker_LcKpP5Y7LKY.mp4,60,Assembly Work,2.0
128.91,127.07,128.1,133.16,9.97,6.67,146.74,24.48,24.48,24.53,0.7,1.42,True,True,2.0,yt_02_000120.jpg,assembly_worker_LcKpP5Y7LKY.mp4,120,Assembly Work,4.0
20.77,121.54,127.49,142.2,59.53,11.43,17.64,77.84,77.84,48.23,0.7,5.44,True,True,2.0,yt_02_000180.jpg,assembly_worker_LcKpP5Y7LKY.mp4,180,Assembly Work,6.0
40.16,114.38,128.91,150.99,29.35,11.58,12.65,69.85,69.85,35.88,0.7,6.45,True,True,2.0,yt_02_000240.jpg,assembly_worker_LcKpP5Y7LKY.mp4,240,Assembly Work,8.0
43.81,133.48,147.48,154.27,10.02,6.5,23.84,46.93,46.93,24.83,0.7,0.85,True,True,2.0,yt_02_000300.jpg,assembly_worker_LcKpP5Y7LKY.mp4,300,Assembly Work,10.0
179.39,129.98,130.7,123.06,5.26,4.89,113.14,1.58,1.58,13.12,0.7,1.34,True,True,2.0,yt_02_000360.jpg,assembly_worker_LcKpP5Y7LKY.mp4,360,Assembly Work,12.0
155.61,149.05,173.54,171.09,2.75,7.86,92.49,8.89,8.89,14.08,0.7,3.82,True,True,2.0,yt_02_000420.jpg,assembly_worker_LcKpP5Y7LKY.mp4,420,Assembly Work,14.0
178.38,151.37,175.01,91.12,0.33,7.63,54.19,8.74,8.74,22.58,0.7,5.47,True,True,2.0,yt_02_000480.jpg,assembly_worker_LcKpP5Y7LKY.mp4,480,Assembly Work,16.0
76.26,148.67,133.3,160.7,39.87,15.09,76.62,16.6,16.6,17.26,0.7,2.21,True,True,2.0,yt_02_000540.jpg,assembly_worker_LcKpP5Y7LKY.mp4,540,Assembly Work,18.0
46.06,135.02,94.2,118.22,20.39,9.5,176.88,42.1,42.1,8.78,0.7,2.14,True,True,2.0,yt_02_000600.jpg,assembly_worker_LcKpP5Y7LKY.mp4,600,Assembly Work,20.0
147.04,166.55,178.05,178.46,27.56,3.61,128.62,13.56,13.56,35.28,0.7,4.59,True,True,2.0,yt_02_000660.jpg,assembly_worker_LcKpP5Y7LKY.mp4,660,Assembly Work,22.0
142.01,145.41,152.14,145.99,6.81,6.01,81.97,1.89,1.89,9.0,0.7,2.02,True,True,2.0,yt_02_000720.jpg,assembly_worker_LcKpP5Y7LKY.mp4,720,Assembly Work,24.0
110.32,141.5,99.64,124.41,6.52,4.37,173.18,12.1,12.1,12.42,0.7,0.79,True,True,2.0,yt_02_000780.jpg,assembly_worker_LcKpP5Y7LKY.mp4,780,Assembly Work,26.0
179.21,163.05,167.24,177.81,12.19,7.41,133.55,26.01,26.01,8.67,0.7,8.19,True,True,2.0,yt_02_000840.jpg,assembly_worker_LcKpP5Y7LKY.mp4,840,Assembly Work,28.0
28.93,116.18,112.07,178.44,13.28,6.62,111.14,28.4,28.4,14.2,0.7,3.54,True,True,2.0,yt_02_000900.jpg,assembly_worker_LcKpP5Y7LKY.mp4,900,Assembly Work,30.0
54.95,132.84,146.91,159.78,7.08,3.6,126.94,25.29,25.29,28.04,0.7,0.65,True,True,2.0,yt_02_000960.jpg,assembly_worker_LcKpP5Y7LKY.mp4,960,Assembly Work,32.0
19.11,110.02,109.58,134.9,39.64,9.28,30.65,56.78,56.78,17.59,0.7,4.73,True,True,2.0,yt_02_001020.jpg,assembly_worker_LcKpP5Y7LKY.mp4,1020,Assembly Work,34.0
134.26,91.82,138.32,60.01,17.12,8.56,64.82,9.99,9.99,12.37,0.7,6.37,True,True,2.0,yt_02_001140.jpg,assembly_worker_LcKpP5Y7LKY.mp4,1140,Assembly Work,38.0
52.4,124.18,132.92,151.76,7.33,5.02,77.64,34.96,34.96,25.59,0.7,1.5,True,True,2.0,yt_02_001200.jpg,assembly_worker_LcKpP5Y7LKY.mp4,1200,Assembly Work,40.0
61.56,44.3,27.36,10.07,238.02,30.48,157.92,104.87,104.87,36.89,0.7,47.19,True,True,2.0,yt_03_000420.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,420,Assembly Work,14.0
66.88,68.71,17.6,4.08,10.32,15.19,170.87,30.9,30.9,9.79,0.7,1.09,True,True,2.0,yt_03_000480.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,480,Assembly Work,16.0
79.49,51.13,18.38,93.81,68.84,15.73,169.05,66.68,66.68,41.36,0.7,20.6,True,True,2.0,yt_03_000660.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,660,Assembly Work,22.0
101.88,115.06,158.72,139.09,35.49,2.62,139.71,10.4,10.4,25.89,0.7,1.25,True,True,2.0,yt_03_000720.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,720,Assembly Work,24.0
106.74,140.37,133.78,130.13,10.14,4.86,129.05,34.3,34.3,26.4,0.7,3.23,True,True,2.0,yt_03_000780.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,780,Assembly Work,26.0
32.16,36.3,40.44,40.28,4.57,6.48,111.61,11.85,11.85,16.27,0.7,11.09,True,True,2.0,yt_03_000900.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,900,Assembly Work,30.0
35.14,11.7,32.43,5.45,116.19,16.75,170.84,81.36,81.36,30.98,0.7,21.93,True,True,2.0,yt_03_000960.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,960,Assembly Work,32.0
177.73,138.69,108.23,136.57,24.19,44.12,177.39,127.06,127.06,168.44,0.7,2.46,True,True,2.0,yt_03_001080.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1080,Assembly Work,36.0
168.27,136.45,115.43,130.36,10.85,48.93,178.87,52.99,52.99,91.1,0.7,4.12,True,True,2.0,yt_03_001140.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1140,Assembly Work,38.0
40.28,124.28,136.15,144.9,18.87,10.35,147.48,52.37,52.37,116.54,0.7,0.86,True,True,2.0,yt_03_001260.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1260,Assembly Work,42.0
97.31,169.97,110.99,143.86,107.46,8.99,167.16,44.36,44.36,9.82,0.7,12.73,True,True,2.0,yt_03_001320.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1320,Assembly Work,44.0
85.28,162.96,73.52,130.42,94.73,11.32,166.2,50.03,50.03,65.0,0.7,16.07,True,True,2.0,yt_03_001380.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1380,Assembly Work,46.0
86.22,31.88,173.72,178.09,21.33,7.57,82.51,8.88,8.88,23.51,0.7,3.0,True,True,2.0,yt_03_001440.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1440,Assembly Work,48.0
147.77,146.3,163.96,173.24,6.14,22.76,82.98,30.48,30.48,120.8,0.7,3.45,True,True,2.0,yt_03_001500.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1500,Assembly Work,50.0
151.76,148.64,166.73,172.19,3.73,23.55,109.59,21.86,21.86,102.6,0.7,4.87,True,True,2.0,yt_03_001560.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1560,Assembly Work,52.0
162.07,149.58,152.71,165.25,12.98,23.75,103.57,4.72,4.72,101.17,0.7,6.91,True,True,2.0,yt_03_001620.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1620,Assembly Work,54.0
134.39,166.76,72.5,91.01,34.97,17.75,118.13,84.6,84.6,73.91,0.7,17.05,True,True,2.0,yt_03_001680.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1680,Assembly Work,56.0
122.61,164.59,73.15,72.44,13.03,15.91,131.02,78.37,78.37,109.7,0.7,13.65,True,True,2.0,yt_03_001740.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1740,Assembly Work,58.0
144.21,172.95,74.73,86.18,12.87,15.13,156.36,69.22,69.22,71.58,0.7,14.48,True,True,2.0,yt_03_001800.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1800,Assembly Work,60.0
121.22,154.39,76.94,153.64,79.97,11.03,145.6,55.57,55.57,54.7,0.7,15.29,True,True,2.0,yt_03_001860.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1860,Assembly Work,62.0
5.58,86.36,81.28,104.78,14.46,5.28,110.36,14.65,14.65,22.52,0.7,1.37,True,True,2.0,yt_03_001980.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,1980,Assembly Work,66.0
72.84,122.35,72.59,26.46,165.51,34.34,14.14,45.96,45.96,63.75,0.7,42.36,True,True,2.0,yt_03_002220.jpg,Ergonomic Risks in Automotive Assembly Lines.mp4,2220,Assembly Work,74.0
89.28,128.03,107.94,109.24,6.09,10.27,36.1,26.27,26.27,18.67,0.7,0.34,True,True,2.0,yt_04_000250.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,250,Assembly Work,10.0
156.64,128.46,128.92,118.48,4.1,19.14,136.19,40.0,40.0,39.01,0.7,0.91,True,True,2.0,yt_04_000300.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,300,Assembly Work,12.0
151.68,129.63,151.44,126.66,2.13,18.91,143.74,60.0,60.0,108.66,0.7,0.28,True,True,2.0,yt_04_000350.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,350,Assembly Work,14.0
20.66,64.82,18.58,36.47,11.32,7.73,94.76,18.61,18.61,18.24,0.7,3.61,True,True,2.0,yt_04_000400.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,400,Assembly Work,16.0
72.36,80.38,30.14,36.96,59.49,14.39,126.8,39.06,39.06,90.22,0.7,0.51,True,True,2.0,yt_04_000450.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,450,Assembly Work,18.0
0.79,4.72,49.62,61.71,15.2,4.03,75.65,11.4,11.4,16.11,0.7,6.19,True,True,2.0,yt_04_000500.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,500,Assembly Work,20.0
69.03,153.62,148.83,161.6,58.68,25.29,170.02,113.09,113.09,170.76,0.7,3.44,True,True,2.0,yt_04_000550.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,550,Assembly Work,22.0
62.82,156.75,178.23,175.69,41.37,26.66,123.44,122.02,122.02,177.31,0.7,2.68,True,True,2.0,yt_04_000600.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,600,Assembly Work,24.0
67.76,133.99,97.44,127.65,10.96,8.65,171.34,1.97,1.97,6.92,0.7,0.32,True,True,2.0,yt_04_000650.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,650,Assembly Work,26.0
146.24,167.42,153.65,114.73,26.51,7.84,118.54,26.5,26.5,12.62,0.7,8.68,True,True,2.0,yt_04_000700.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,700,Assembly Work,28.0
175.38,170.81,122.16,107.85,19.49,17.85,72.33,89.72,89.72,58.26,0.7,13.6,True,True,2.0,yt_04_000750.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,750,Assembly Work,30.0
127.79,160.98,96.16,115.73,49.54,19.44,144.04,71.59,71.59,107.77,0.7,10.36,True,True,2.0,yt_04_000800.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,800,Assembly Work,32.0
117.41,49.88,82.83,15.56,162.53,14.32,97.95,29.85,29.85,84.32,0.7,18.57,True,True,2.0,yt_04_000850.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,850,Assembly Work,34.0
169.92,121.74,119.2,96.24,8.59,19.47,107.9,83.55,83.55,104.47,0.7,3.58,True,True,2.0,yt_04_000900.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,900,Assembly Work,36.0
41.51,6.77,36.3,33.18,0.62,9.79,69.62,14.18,14.18,59.46,0.7,7.92,True,True,2.0,yt_04_000950.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,950,Assembly Work,38.0
172.23,148.32,154.11,156.97,16.91,28.82,178.13,38.25,38.25,109.33,0.7,1.59,True,True,2.0,yt_04_001000.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1000,Assembly Work,40.0
173.93,148.35,151.94,158.38,23.19,29.16,177.0,34.74,34.74,113.34,0.7,1.61,True,True,2.0,yt_04_001050.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1050,Assembly Work,42.0
170.6,147.64,159.39,156.03,10.67,28.83,176.9,40.89,40.89,129.43,0.7,0.93,True,True,2.0,yt_04_001100.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1100,Assembly Work,44.0
176.33,83.91,116.55,62.32,24.72,8.42,114.3,16.5,16.5,13.91,0.7,8.72,True,True,2.0,yt_04_001200.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1200,Assembly Work,48.0
163.31,70.05,131.89,39.96,54.88,7.48,96.49,8.09,8.09,14.85,0.7,10.7,True,True,2.0,yt_04_001250.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1250,Assembly Work,50.0
30.46,28.99,9.35,21.66,13.76,16.26,141.74,24.96,24.96,34.94,0.7,5.26,True,True,2.0,yt_04_001300.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1300,Assembly Work,52.0
79.78,152.35,90.22,163.05,8.21,9.38,29.05,4.31,4.31,28.72,0.7,2.04,True,True,2.0,yt_04_001400.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1400,Assembly Work,56.0
125.87,139.86,128.63,143.7,11.94,8.44,5.84,7.41,7.41,30.08,0.7,2.51,True,True,2.0,yt_04_001450.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1450,Assembly Work,58.0
80.24,141.38,113.53,116.14,0.16,12.31,89.99,4.9,4.9,42.09,0.7,0.21,True,True,2.0,yt_04_001500.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1500,Assembly Work,60.0
73.61,140.37,120.21,137.06,2.66,11.31,169.75,4.79,4.79,6.33,0.7,0.11,True,True,2.0,yt_04_001550.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1550,Assembly Work,62.0
