path,video,frame_name,auto_task,auto_risk,confidence,human_task,human_risk,quality,notes
data\diverse_training_data\frames\yt_01_003400.jpg,,yt_01_003400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003450.jpg,,yt_01_003450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003500.jpg,,yt_01_003500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003550.jpg,,yt_01_003550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003600.jpg,,yt_01_003600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003650.jpg,,yt_01_003650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003750.jpg,,yt_01_003750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003800.jpg,,yt_01_003800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003850.jpg,,yt_01_003850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003900.jpg,,yt_01_003900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_003950.jpg,,yt_01_003950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004000.jpg,,yt_01_004000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004100.jpg,,yt_01_004100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004150.jpg,,yt_01_004150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004200.jpg,,yt_01_004200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004250.jpg,,yt_01_004250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004300.jpg,,yt_01_004300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004350.jpg,,yt_01_004350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004400.jpg,,yt_01_004400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004450.jpg,,yt_01_004450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004500.jpg,,yt_01_004500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004550.jpg,,yt_01_004550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004600.jpg,,yt_01_004600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004650.jpg,,yt_01_004650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004700.jpg,,yt_01_004700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004750.jpg,,yt_01_004750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004800.jpg,,yt_01_004800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004850.jpg,,yt_01_004850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004900.jpg,,yt_01_004900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_004950.jpg,,yt_01_004950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005000.jpg,,yt_01_005000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005050.jpg,,yt_01_005050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005100.jpg,,yt_01_005100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005150.jpg,,yt_01_005150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005200.jpg,,yt_01_005200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005250.jpg,,yt_01_005250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005300.jpg,,yt_01_005300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005350.jpg,,yt_01_005350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005400.jpg,,yt_01_005400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005450.jpg,,yt_01_005450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005500.jpg,,yt_01_005500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005550.jpg,,yt_01_005550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005600.jpg,,yt_01_005600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005650.jpg,,yt_01_005650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005700.jpg,,yt_01_005700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005750.jpg,,yt_01_005750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005800.jpg,,yt_01_005800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005850.jpg,,yt_01_005850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005900.jpg,,yt_01_005900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_005950.jpg,,yt_01_005950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006000.jpg,,yt_01_006000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006050.jpg,,yt_01_006050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006100.jpg,,yt_01_006100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006150.jpg,,yt_01_006150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006200.jpg,,yt_01_006200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006250.jpg,,yt_01_006250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006300.jpg,,yt_01_006300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006350.jpg,,yt_01_006350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006400.jpg,,yt_01_006400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006450.jpg,,yt_01_006450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006500.jpg,,yt_01_006500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006550.jpg,,yt_01_006550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006600.jpg,,yt_01_006600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006650.jpg,,yt_01_006650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006700.jpg,,yt_01_006700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006750.jpg,,yt_01_006750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006800.jpg,,yt_01_006800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006850.jpg,,yt_01_006850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006900.jpg,,yt_01_006900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_006950.jpg,,yt_01_006950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007000.jpg,,yt_01_007000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007050.jpg,,yt_01_007050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007100.jpg,,yt_01_007100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007150.jpg,,yt_01_007150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007200.jpg,,yt_01_007200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007250.jpg,,yt_01_007250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007300.jpg,,yt_01_007300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007350.jpg,,yt_01_007350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007400.jpg,,yt_01_007400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007450.jpg,,yt_01_007450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007500.jpg,,yt_01_007500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007550.jpg,,yt_01_007550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007600.jpg,,yt_01_007600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007650.jpg,,yt_01_007650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007700.jpg,,yt_01_007700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007750.jpg,,yt_01_007750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007800.jpg,,yt_01_007800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007850.jpg,,yt_01_007850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007900.jpg,,yt_01_007900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_007950.jpg,,yt_01_007950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008000.jpg,,yt_01_008000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008050.jpg,,yt_01_008050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008100.jpg,,yt_01_008100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008150.jpg,,yt_01_008150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008200.jpg,,yt_01_008200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008250.jpg,,yt_01_008250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008300.jpg,,yt_01_008300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008350.jpg,,yt_01_008350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008400.jpg,,yt_01_008400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008450.jpg,,yt_01_008450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008500.jpg,,yt_01_008500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008550.jpg,,yt_01_008550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008600.jpg,,yt_01_008600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008650.jpg,,yt_01_008650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008700.jpg,,yt_01_008700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008750.jpg,,yt_01_008750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008800.jpg,,yt_01_008800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008850.jpg,,yt_01_008850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008900.jpg,,yt_01_008900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_008950.jpg,,yt_01_008950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009000.jpg,,yt_01_009000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009050.jpg,,yt_01_009050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009100.jpg,,yt_01_009100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009150.jpg,,yt_01_009150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009200.jpg,,yt_01_009200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009250.jpg,,yt_01_009250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009300.jpg,,yt_01_009300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009350.jpg,,yt_01_009350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009400.jpg,,yt_01_009400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009450.jpg,,yt_01_009450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009500.jpg,,yt_01_009500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009550.jpg,,yt_01_009550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009600.jpg,,yt_01_009600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009650.jpg,,yt_01_009650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009700.jpg,,yt_01_009700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009750.jpg,,yt_01_009750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009800.jpg,,yt_01_009800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009850.jpg,,yt_01_009850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009900.jpg,,yt_01_009900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_01_009950.jpg,,yt_01_009950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000060.jpg,,yt_02_000060.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000120.jpg,,yt_02_000120.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000180.jpg,,yt_02_000180.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000240.jpg,,yt_02_000240.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000300.jpg,,yt_02_000300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000360.jpg,,yt_02_000360.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000420.jpg,,yt_02_000420.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000480.jpg,,yt_02_000480.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000540.jpg,,yt_02_000540.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000600.jpg,,yt_02_000600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000660.jpg,,yt_02_000660.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000720.jpg,,yt_02_000720.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000780.jpg,,yt_02_000780.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000840.jpg,,yt_02_000840.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000900.jpg,,yt_02_000900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_000960.jpg,,yt_02_000960.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_001020.jpg,,yt_02_001020.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_001140.jpg,,yt_02_001140.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_02_001200.jpg,,yt_02_001200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_000420.jpg,,yt_03_000420.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_000480.jpg,,yt_03_000480.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_000660.jpg,,yt_03_000660.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_000720.jpg,,yt_03_000720.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_000780.jpg,,yt_03_000780.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_000900.jpg,,yt_03_000900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_000960.jpg,,yt_03_000960.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001080.jpg,,yt_03_001080.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001140.jpg,,yt_03_001140.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001260.jpg,,yt_03_001260.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001320.jpg,,yt_03_001320.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001380.jpg,,yt_03_001380.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001440.jpg,,yt_03_001440.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001500.jpg,,yt_03_001500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001560.jpg,,yt_03_001560.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001620.jpg,,yt_03_001620.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001680.jpg,,yt_03_001680.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001740.jpg,,yt_03_001740.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001800.jpg,,yt_03_001800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001860.jpg,,yt_03_001860.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_001980.jpg,,yt_03_001980.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_03_002220.jpg,,yt_03_002220.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000250.jpg,,yt_04_000250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000300.jpg,,yt_04_000300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000350.jpg,,yt_04_000350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000400.jpg,,yt_04_000400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000450.jpg,,yt_04_000450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000500.jpg,,yt_04_000500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000550.jpg,,yt_04_000550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000600.jpg,,yt_04_000600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000650.jpg,,yt_04_000650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000700.jpg,,yt_04_000700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000750.jpg,,yt_04_000750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000800.jpg,,yt_04_000800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000850.jpg,,yt_04_000850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000900.jpg,,yt_04_000900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_000950.jpg,,yt_04_000950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001000.jpg,,yt_04_001000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001050.jpg,,yt_04_001050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001100.jpg,,yt_04_001100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001200.jpg,,yt_04_001200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001250.jpg,,yt_04_001250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001300.jpg,,yt_04_001300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001400.jpg,,yt_04_001400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001450.jpg,,yt_04_001450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001500.jpg,,yt_04_001500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001550.jpg,,yt_04_001550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001600.jpg,,yt_04_001600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001650.jpg,,yt_04_001650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001700.jpg,,yt_04_001700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001750.jpg,,yt_04_001750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001800.jpg,,yt_04_001800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001850.jpg,,yt_04_001850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001900.jpg,,yt_04_001900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_001950.jpg,,yt_04_001950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002000.jpg,,yt_04_002000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002050.jpg,,yt_04_002050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002100.jpg,,yt_04_002100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002200.jpg,,yt_04_002200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002250.jpg,,yt_04_002250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002300.jpg,,yt_04_002300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002350.jpg,,yt_04_002350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002400.jpg,,yt_04_002400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002450.jpg,,yt_04_002450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002500.jpg,,yt_04_002500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002550.jpg,,yt_04_002550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002600.jpg,,yt_04_002600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002650.jpg,,yt_04_002650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002700.jpg,,yt_04_002700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002750.jpg,,yt_04_002750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002800.jpg,,yt_04_002800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002900.jpg,,yt_04_002900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_002950.jpg,,yt_04_002950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003050.jpg,,yt_04_003050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003100.jpg,,yt_04_003100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003150.jpg,,yt_04_003150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003250.jpg,,yt_04_003250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003300.jpg,,yt_04_003300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003350.jpg,,yt_04_003350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003450.jpg,,yt_04_003450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003500.jpg,,yt_04_003500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003550.jpg,,yt_04_003550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003600.jpg,,yt_04_003600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003650.jpg,,yt_04_003650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003700.jpg,,yt_04_003700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003750.jpg,,yt_04_003750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003800.jpg,,yt_04_003800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003850.jpg,,yt_04_003850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_04_003900.jpg,,yt_04_003900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000150.jpg,,yt_05_000150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000200.jpg,,yt_05_000200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000250.jpg,,yt_05_000250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000300.jpg,,yt_05_000300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000350.jpg,,yt_05_000350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000400.jpg,,yt_05_000400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000450.jpg,,yt_05_000450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000500.jpg,,yt_05_000500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000550.jpg,,yt_05_000550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000600.jpg,,yt_05_000600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000650.jpg,,yt_05_000650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_000700.jpg,,yt_05_000700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002200.jpg,,yt_05_002200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002250.jpg,,yt_05_002250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002300.jpg,,yt_05_002300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002350.jpg,,yt_05_002350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002400.jpg,,yt_05_002400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002450.jpg,,yt_05_002450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002500.jpg,,yt_05_002500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002550.jpg,,yt_05_002550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002600.jpg,,yt_05_002600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002650.jpg,,yt_05_002650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002700.jpg,,yt_05_002700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002750.jpg,,yt_05_002750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002800.jpg,,yt_05_002800.jpg,Unknown,LOW,0,,,,
